date,num_rides,holiday,Max_Temp,Min_Temp,Rain_in,Snow&Hail_in,obs_time_ Snow&Hail_in
2017/06/23,341160,FALSE,83,76,0.04,0,0
2017/06/24,317617,FALSE,84,71,1.29,0,0
2017/06/25,248929,FALSE,83,68,0,0,0
2017/06/26,290740,FALSE,79,64,0,0,0
2017/06/27,321083,FALSE,77,60,0.18,0,0
2017/06/28,316000,FALSE,78,61,0,0,0
2017/06/29,313277,FALSE,82,68,0,0,0
2017/06/30,302847,FALSE,88,73,0.001,0,0
2019/03/01,282409,FALSE,35,26,0.11,1.4,1.2
2019/03/02,252181,FALSE,41,31,0.53,4,3.9
2019/03/03,222455,FALSE,42,33,0.52,3,1.2
2019/03/04,208760,FALSE,38,28,0.29,2,3.9
2019/03/05,269066,FALSE,32,20,0,0,2
2019/03/06,286294,FALSE,26,19,0.001,0.001,1.2
2019/03/07,292402,FALSE,32,18,0,0,1.2
2019/03/08,285949,FALSE,39,24,0,0,0
2019/03/09,271784,FALSE,49,34,0,0,0
2019/03/10,229004,FALSE,43,35,0.54,0,0
2019/03/11,236522,FALSE,53,39,0,0,0
2019/03/12,268108,FALSE,44,34,0,0,0
2019/03/13,271747,FALSE,49,32,0,0,0
2019/03/14,280567,FALSE,57,42,0,0,0
2019/03/15,285663,FALSE,75,49,0.39,0,0
2019/03/16,270547,FALSE,58,37,0,0,0
2019/03/17,225801,FALSE,45,34,0,0,0
2019/03/18,223149,FALSE,46,32,0,0,0
2019/03/19,239390,FALSE,51,35,0,0,0
2019/03/20,251355,FALSE,53,37,0,0,0
2019/03/21,275227,FALSE,46,41,0.75,0,0
2019/03/22,272647,FALSE,49,38,0.68,0,0
2019/03/23,255369,FALSE,48,35,0,0,0
2019/03/24,209991,FALSE,60,38,0,0,0
2019/03/25,213061,FALSE,56,42,0.001,0,0
2019/03/26,241293,FALSE,49,33,0,0,0
2019/03/27,252027,FALSE,47,34,0,0,0
2019/03/28,261555,FALSE,53,37,0.001,0,0
2019/03/29,257890,FALSE,59,49,0.001,0,0
2019/03/30,250539,FALSE,70,52,0,0,0
2019/03/31,223358,FALSE,65,39,0.06,0,0
